Paragraph,Characters,Character Bucket,Words,Word Bucket,Sentiment,Line
34,308,more,57,056-060,0.017543859649122806,"He motioned to me to notice that the cats at the door had ceased their clamour, as if giving up the rats for lost; whilst Nigger-Man had a burst of renewed restlessness, and was clawing frantically around the bottom of the large stone altar in the centre of the room, which was nearer Norrys’ couch than mine"
35,51,051-075,11,011-015,0.09090909090909091,"My fear of the unknown was at this point very great"
35,54,051-075,9,009-010,0.3333333333333333,"Something astounding had occurred, and I saw that Capt"
35,188,176-200,27,026-030,0.14814814814814814,"Norrys, a younger, stouter, and presumably more naturally materialistic man, was affected fully as much as myself—perhaps because of his lifelong and intimate familiarity with local legend"
35,254,251-275,49,046-050,0.10204081632653061,"We could for the moment do nothing but watch the old black cat as he pawed with decreasing fervour at the base of the altar, occasionally looking up and mewing to me in that persuasive manner which he used when he wished me to perform some favour for him"
36,223,201-225,36,036-040,0,"Norrys now took a lantern close to the altar and examined the place where Nigger-Man was pawing; silently kneeling and scraping away the lichens of centuries which joined the massive pre-Roman block to the tessellated floor"
36,186,176-200,33,031-035,-0.06060606060606061,"He did not find anything, and was about to abandon his effort when I noticed a trivial circumstance which made me shudder, even though it implied nothing more than I had already imagined"
36,140,126-150,22,021-025,0.13636363636363635,"I told him of it, and we both looked at its almost imperceptible manifestation with the fixedness of fascinated discovery and acknowledgment"
36,275,251-275,48,046-050,0,"It was only this—that the flame of the lantern set down near the altar was slightly but certainly flickering from a draught of air which it had not before received, and which came indubitably from the crevice between floor and altar where Norrys was scraping away the lichens"
37,108,101-125,19,016-020,0,"We spent the rest of the night in the brilliantly lighted study, nervously discussing what we should do next"
37,258,251-275,39,036-040,0.10256410256410256,"The discovery that some vault deeper than the deepest known masonry of the Romans underlay this accursed pile—some vault unsuspected by the curious antiquarians of three centuries—would have been sufficient to excite us without any background of the sinister"
37,250,226-250,43,041-045,0.11627906976744186,"As it was, the fascination became twofold; and we paused in doubt whether to abandon our search and quit the priory forever in superstitious caution, or to gratify our sense of adventure and brave whatever horrors might await us in the unknown depths"
37,142,126-150,26,026-030,0.038461538461538464,"By morning we had compromised, and decided to go to London to gather a group of archaeologists and scientific men fit to cope with the mystery"
37,169,151-175,32,031-035,-0.09375,"It should be mentioned that before leaving the sub-cellar we had vainly tried to move the central altar which we now recognised as the gate to a new pit of nameless fear"
37,69,076-010,14,011-015,0,"What secret would open the gate, wiser men than we would have to find"
38,31,026-050,6,006-008,0,"During many days in London Capt"
38,202,201-225,30,026-030,0.13333333333333333,"Norrys and I presented our facts, conjectures, and legendary anecdotes to five eminent authorities, all men who could be trusted to respect any family disclosures which future explorations might develop"
38,106,101-125,16,016-020,0.375,"We found most of them little disposed to scoff, but instead intensely interested and sincerely sympathetic"
38,164,151-175,31,031-035,0.0967741935483871,"It is hardly necessary to name them all, but I may say that they included Sir William Brinton, whose excavations in the Troad excited most of the world in their day"
38,241,226-250,44,041-045,-0.18181818181818182,"As we all took the train for Anchester I felt myself poised on the brink of frightful revelations, a sensation symbolised by the air of mourning among the many Americans at the unexpected death of the President on the other side of the world"
39,117,101-125,20,016-020,0.05,"On the evening of August 7th we reached Exham Priory, where the servants assured me that nothing unusual had occurred"
39,101,101-125,19,016-020,0.21052631578947367,"The cats, even old Nigger-Man, had been perfectly placid; and not a trap in the house had been sprung"
39,112,101-125,19,016-020,0,"We were to begin exploring on the following day, awaiting which I assigned well-appointed rooms to all my guests"
39,72,076-010,13,011-015,0,"I myself retired in my own tower chamber, with Nigger-Man across my feet"
39,50,051-075,8,006-008,-0.25,"Sleep came quickly, but hideous dreams assailed me"
39,95,076-010,19,016-020,0.15789473684210525,"There was a vision of a Roman feast like that of Trimalchio, with a horror in a covered platter"
39,102,101-125,17,016-020,-0.11764705882352941,"Then came that damnable, recurrent thing about the swineherd and his filthy drove in the twilit grotto"
39,76,076-010,15,011-015,0,"Yet when I awoke it was full daylight, with normal sounds in the house below"
39,84,076-010,14,011-015,0.2857142857142857,"The rats, living or spectral, had not troubled me; and Nigger-Man was quietly asleep"
39,281,more,48,046-050,0.10416666666666667,"On going down, I found that the same tranquillity had prevailed elsewhere; a condition which one of the assembled savants—a fellow named Thornton, devoted to the psychic—rather absurdly laid to the fact that I had now been shewn the thing which certain forces had wished to shew me"
40,30,026-050,8,006-008,0,"All was now ready, and at 11 a"
40,1,000-010,1,000-002,0,"m"
40,157,151-175,25,021-025,0.16,"our entire group of seven men, bearing powerful electric searchlights and implements of excavation, went down to the sub-cellar and bolted the door behind us"
40,176,176-200,28,026-030,0.07142857142857142,"Nigger-Man was with us, for the investigators found no occasion to despise his excitability, and were indeed anxious that he be present in case of obscure rodent manifestations"
40,154,151-175,25,021-025,0,"We noted the Roman inscriptions and unknown altar designs only briefly, for three of the savants had already seen them, and all knew their characteristics"
40,177,176-200,29,026-030,0.034482758620689655,"Prime attention was paid to the momentous central altar, and within an hour Sir William Brinton had caused it to tilt backward, balanced by some unknown species of counterweight"
41,90,076-010,17,016-020,0.058823529411764705,"There now lay revealed such a horror as would have overwhelmed us had we not been prepared"
41,220,201-225,40,036-040,-0.025,"Through a nearly square opening in the tiled floor, sprawling on a flight of stone steps so prodigiously worn that it was little more than an inclined plane at the centre, was a ghastly array of human or semi-human bones"
41,129,126-150,21,021-025,-0.19047619047619047,"Those which retained their collocation as skeletons shewed attitudes of panic fear, and over all were the marks of rodent gnawing"
41,85,076-010,12,011-015,0,"The skulls denoted nothing short of utter idiocy, cretinism, or primitive semi-apedom"
41,135,126-150,21,021-025,0.09523809523809523,"Above the hellishly littered steps arched a descending passage seemingly chiselled from the solid rock, and conducting a current of air"
41,122,101-125,24,021-025,-0.08333333333333333,"This current was not a sudden and noxious rush as from a closed vault, but a cool breeze with something of freshness in it"
